year,market,internal_class,leasedSF,availability_proportion,internal_class_rent,overall_rent,RBA,unemployment_rate,absorption,rent_growth,availability_growth,enhanced_growth,cumulative_growth_factor,unemp_growth,abs_growth
2024,Northern Virginia,A,13984.390389634731,0.2760940966989852,36.3770080672144,35.35992067378935,102863055.0,2.8666666666666667,13.595153662930516,-0.35364213105656406,1.0545668534176267,6.166263735930828,13.370294270628593,0.05847953216374213,3.181783089665049
2018,Philadelphia,A,12210.397070317424,0.17265622390330349,28.846725295592876,27.414255565156722,85439454.0,4.323891106793485,14.291286400680209,0.0,0.0,0.0,0.0,0.0,0.0
2019,Philadelphia,A,10519.288908679657,0.16693730923842875,29.725138835056327,28.401084599499725,85533954.0,4.1350800769426215,12.298377915137253,3.0451066124918214,-3.3123130667317424,-8.339990397524753,-8.339990397524753,-0.43666925273444734,-1.394492020989867
2020,Philadelphia,A,10081.93121630151,0.16498706262725998,30.568579026565374,28.827869583814774,86585586.0,8.828108430131984,11.643890954669418,2.8374642627887026,-1.1682508961393,-7.641301422454489,-15.98129181997924,11.34930464674163,-0.532173401227386
2021,Philadelphia,A,8854.476722696445,0.20768159816918574,30.991311706878577,29.391530189893075,86981086.0,5.965362241294823,10.179772557330963,1.3828993488569807,25.8775050977067,23.419176426400796,7.437884606421555,-3.24276283135136,-1.257413353524507
2022,Philadelphia,A,10081.017482744355,0.22356263327287224,32.250135633239026,30.497630748365026,87685332.0,4.047894890270033,11.496811670558943,4.0618607507376,7.646818612571127,6.3292123840417265,13.767096990463282,-3.2143351459048874,1.2937804904879857
2023,Philadelphia,A,8536.524170751343,0.25508262313769825,33.20144323576375,31.288883595044577,88177553.0,3.6275251990131663,9.681062674478326,2.949778609750231,14.098952675313093,9.039771417315327,22.80686840777861,-1.0384896412881517,-1.5793500390463822
2024,Philadelphia,A,8303.006750951983,0.26530593115446427,33.71388123438042,32.03145496930857,86924445.0,3.691442306110879,9.551981322344922,1.5434208536594385,4.007841808670487,2.2203700768385226,25.027238484617133,0.17620031175827888,-0.1333338668219708
2018,Phoenix,A,7992.490639825242,0.18885494599480773,30.2695107746465,26.50358502521405,45095662.75,4.808333333333334,17.72341318972021,0.0,0.0,0.0,0.0,0.0,0.0
2019,Phoenix,A,11654.197375697015,0.18544606456996876,31.484242814212227,27.535293948978648,47192279.0,4.808333333333334,24.695135777818688,4.013054748751266,-1.8050262898238856,0.08235347152995764,0.08235347152995764,0.0,3.9336230067367395
2020,Phoenix,A,6774.528086217308,0.200904047951078,31.854523951568,28.075291385703977,47991421.5,7.825,14.116122995475989,1.1760839844261017,8.335568304970398,-0.8347403477680304,-0.7523868762380728,6.273830155979203,-4.28384475287835
2021,Phoenix,A,8203.774434953777,0.2473258097132255,31.302006295987326,28.1597997430355,48599055.5,5.066666666666666,16.88052236931596,-1.7345029435088422,23.10643425833392,28.65968530794768,27.907298431709606,-3.5250266240681585,1.9583276333919164
2022,Phoenix,A,6928.286510259635,0.2913381672851555,31.0547125576217,28.47263753178825,49252038.25,3.775,14.067004648806865,-0.7900252016667997,17.795295049458183,16.72256929407761,44.629867725787214,-2.5493421052631584,-1.6667243222421113
2023,Phoenix,A,9250.727545375741,0.3324085596973875,31.839785400134502,29.6694446437049,49577899.0,3.908333333333333,18.65897452688695,2.528031264356767,14.097154792641087,16.377356001652377,61.007223727439595,0.3532008830022071,3.2643551294124062
2024,Phoenix,A,8967.824232651117,0.33758297239013274,32.5603897260196,30.4480813239703,49597538.5,3.65,18.081188107049137,2.2632197950745336,1.556642433472799,-1.0058162219308349,60.00140750550876,-0.6609808102345416,-0.30965604192515706
2018,Salt Lake City,A,7911.200375104015,0.10437800706123983,28.270335945213148,24.473396959775073,20101852.0,2.9166666666666665,39.35557965059147,0.0,0.0,0.0,0.0,0.0,0.0
2019,Salt Lake City,A,8682.787811447812,0.0977769154684337,27.800107214827747,24.250554515194175,20236852.0,2.5416666666666665,42.905822562955,-1.663329121014645,-6.32421692908276,-2.9863183565343108,-2.9863183565343108,-1.2857142857142856,0.902093920070155
2020,Salt Lake City,A,6806.275027217364,0.107069817042954,28.457679464674122,24.48896224728255,20461852.0,4.841666666666667,33.263240430130004,2.3653586828458195,9.504187701155708,1.5054592580714692,-1.4808590984628416,9.049180327868854,-2.24738311884747
2021,Salt Lake City,A,8952.537173913044,0.13782952400395676,27.6108916380008,24.553049207699225,20611852.0,2.7583333333333333,43.433929051659426,-2.9756039234487774,28.72864436544489,37.36643400274332,35.885574904280475,-4.3029259896729775,3.057636144287603
2022,Salt Lake City,A,14393.41997985037,0.1943177115085575,29.2377736755231,26.3872384590153,21024983.5,2.3583333333333334,68.4586505375872,5.892174938976713,40.984098227734655,44.09680197148256,79.98237687576304,-1.4501510574018128,5.761560612249443
2023,Salt Lake City,A,12154.487835559345,0.20931864803594874,29.248410985017777,26.984959296037324,21777586.5,2.6416666666666666,55.81191393986356,0.036382077557362,7.719798885512619,4.612032361842562,84.5944092376056,1.201413427561837,-1.8473540594814908
2024,Salt Lake City,A,13377.051056399741,0.220225660679115,30.09416053236125,27.29262876982,21889481.0,3.1333333333333333,61.11177810200133,2.8916085314060425,5.210721904382387,3.2782042319604394,87.87261346956603,1.8611987381703465,0.9495936956844542
2018,San Diego,A,8538.354202054414,0.17226426241635023,37.200677167161174,32.75720222003457,30551450.0,4.258333333333334,27.94745978359264,0.0,0.0,0.0,0.0,0.0,0.0
2019,San Diego,A,6641.7728082226695,0.169733589478757,39.257400219844854,35.52054906456875,30620480.75,4.1000000000000005,21.690622242182368,5.528724768750304,-1.4690643910091894,-10.263012832216567,-10.263012832216567,-0.3718199608610562,-2.2387857751148923
2020,San Diego,A,7345.367164085914,0.1831764241803475,41.9182224268782,37.82354735095144,30698991.0,10.191666666666666,23.92706380508048,6.777886951587497,7.919961359959893,-1.0257607696443416,-11.288773601860909,14.857723577235769,1.03106381086147
2021,San Diego,A,7915.16068045318,0.215650833518914,42.06760893097265,37.64067013522795,30888987.5,7.325,25.62453910298348,0.35637604708798065,17.728487431654205,19.139456304407737,7.850682702546829,-2.8127555192150444,0.7094373600251669
2022,San Diego,A,9904.997705452439,0.21598885919518626,43.745573544804046,38.8128514233985,31025826.75,4.2749999999999995,31.925008107809532,3.9887330334954507,0.15674675156893692,0.897115102751437,8.747797805298266,-4.16382252559727,2.458763835519089
2023,San Diego,A,7725.812406469442,0.24652705372636752,43.426747224779476,39.2368589272553,31027186.0,4.741666666666666,24.90013888616725,-0.728819613481646,14.138782270980133,11.2940549088257,20.041852714123966,1.0916179337231968,-2.2004283281368533
2024,San Diego,A,7622.31867266523,0.26655503756259025,46.56210698994688,41.776358793755946,32264133.5,5.3,23.62474316152092,7.219881675545703,8.124051106558383,-0.1585130594764761,19.88333965464749,1.1775043936731122,-0.5122042613805855
2018,San Francisco,A,15154.402850740045,0.08662087781546016,71.84799267700423,69.2375529267996,46151190.0,4.258333333333334,32.8364292464399,0.0,0.0,0.0,0.0,0.0,0.0
2019,San Francisco,A,18144.744927589767,0.07145766341628759,84.57090290801362,78.89075485164678,47163767.75,4.1000000000000005,38.47178839436501,17.70809420968209,-17.505265221944242,-32.54611761550593,-32.54611761550593,-0.3718199608610562,1.7161912172700955
